clee,id,nombre,razon_social,clase_actividad,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,cp,ubicacion,telefono,correo_e,sitio_internet,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,ageb,manzana,clase_actividad_id,edificio_piso,sector_actividad_id,subsector_actividad_id,rama_actividad_id,subrama_actividad_id,edificio,tipo_asentamiento,fecha_alta,areageo,ubicacion caps,municipio,estado
19039461212005621000000000U8,3013490,TECATE SIX CELULOSA,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,SAN JOSE,2916,,SAN JORGE,64330,"MONTERREY, Monterrey, NUEVO LEÓN   ",8115199887,,WWW.SUMASIX.COM,Fijo,-100.3644975,25.71925758,,,,4110,19,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19048461212002731001000000U9,2958281,TECATE SIX CENTRAL,,Comercio al por menor de cerveza,6 a 10 personas,CALLE,11 DE ENERO,,,LA FORTALEZA,66197,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4367465,25.65925231,,,,348,93,461212,,46,461,4612,46121,,COLONIA,2010-07,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19039461212007311000000000U4,3051297,TECATE SIX CEPILLIN,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ZEPELIN,,,BARRIO LA MODERNA CD SOLIDARIDAD,64530,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3847361,25.77960653,,,,4322,16,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19046461212003691000000000U8,7540750,TECATE SIX CERDA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,16,1101,0,LAS FUENTES 2 SECTOR,66460,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2786403,25.7346443,,,,1746,35,461212,,46,461,4612,46121,,RESIDENCIAL,2019-11,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19039461212008821000000000U1,7786822,TECATE SIX CERVECEIA CUAUTHEMOC MOCTEZUMA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,BELLOTE,,,FOMERREY 113,64105,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3796106,25.77390722,,,,3771,15,461212,,46,461,4612,46121,,COLONIA,2019-11,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19006461212002381000000000U1,3047334,TECATE SIX CERVECERIA CUAHTEMOC Y MOCTEZUMA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ARIEL,101,0,COSMOPOLIS,66612,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",8124663688,,,Fijo,-100.2434243,25.81337496,,,,105A,27,461212,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19039461212006111000000000U9,3042180,TECATE SIX CERVECERIA CUEUTEMOC MOTEZUMA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,LICENCIADO GUILLERMO MARTINEZ DOMINGUEZ,,,BUROCRATAS MUNICIPALES,64769,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.2958944,25.63248476,,,,3682,14,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19026461212003701000000000U7,2936162,TECATE SIX CHAMULA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CHAMULA,401,,AZTECA,67150,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",8119283227,,,Fijo,-100.2370002,25.68581673,,,,336,23,461212,,46,461,4612,46121,,RESIDENCIAL,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19045461212000591000009259S5,9239570,TECATE SIX CIMA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,DE LA CIMA,632,0,VALLE DEL NORTE,65500,"VALLE DEL NORTE, Salinas Victoria, NUEVO LEÓN   ",,,,Fijo,-100.2752045,25.86200875,,,,044A,1,461212,,46,461,4612,46121,,COLONIA,2020-04,190450551,VALLE DEL NORTE, Salinas Victoria, NUEVO LEÓN   
19031461212002231000000000U6,2987255,TECATE SIX CLEMENTE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,HACIENDA SAN JOSE,100,0,VILLAS DE LA HACIENDA,67288,"JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   ",8125322170,,,Fijo,-100.1611,25.63804107,,,,1090,8,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2014-12,190310045,JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   
19021461212002941000000000U1,7334201,TECATE SIX COBRE,TECATE SIX COBRE ,Comercio al por menor de cerveza,0 a 5 personas,CALLE,COBRE,,,PEDREGAL DEL TOPOCHICO,66061,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3657812,25.80635263,,,,382,31,461212,,46,461,4612,46121,,COLONIA,2019-11,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19039461212009221000000000U3,8498505,TECATE SIX CODIGO LABORAL,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,NEPENTA,9999,,SAN BERNABE X (F-113),64105,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3757053,25.77697188,,,,3771,1,461212,,46,461,4612,46121,,COLONIA,2019-11,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19039461110031191010000000U6,3014556,TECATE SIX CODORIZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CODORNIZ,5371,,VALLE VERDE SEGUNDO SECTOR,64399,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3780685,25.73681001,,,,137,44,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19031461212003871000000000U8,8746042,TECATE SIX COLINAS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,GALEANA,,,COLINAS DEL SOL CUARTO SECTOR,67269,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",8121504578,,,Fijo,-100.1316091,25.66901228,,,,132A,3,461212,,46,461,4612,46121,,COLONIA,2019-11,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19006461212002811000000000U7,2947093,TECATE SIX COLORADO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RIO ORINOCO,101,,BALCONES DE SANTA ROSA,66610,"PRADOS DE SANTA ROSA, Apodaca, NUEVO LEÓN   ",,PAKOMDZ@GMAIL.COM,,Fijo,-100.2291327,25.8045443,,,,1986,18,461212,,46,461,4612,46121,,COLONIA,2014-12,190060379,PRADOS DE SANTA ROSA, Apodaca, NUEVO LEÓN   
19048461212002461000000000U3,2958211,TECATE SIX CONSTITUCION,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,BATALLA DE PUEBLA,,,BENITO JUAREZ,66160,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4344213,25.66534622,,,,564,34,461212,,46,461,4612,46121,,COLONIA,2014-12,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19019461212000141000000000U4,3019777,TECATE SIX CORREGIDORA,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,CORREGIDORA,,,LUCIO BLANCO 2DO SECT,66218,"SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   ",,,,Fijo,-100.4027925,25.67238379,,,,577,44,461212,,46,461,4612,46121,,COLONIA,2010-07,190190001,SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   
19006461212002171000000000U6,2948684,TECATE SIX COSTARICA,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,COSTA RICA,524,,NUEVO AMANECER 1 SECTOR,66636,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",81818692887,,,Fijo,-100.2547452,25.77896209,,,,1331,1,461212,,46,461,4612,46121,,COLONIA,2014-12,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19039461212006151000000000U5,3034201,TECATE SIX CRIMINOLOGOS,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ANTIGUOS EJIDATARIOS,0,0,LA ALIANZA SEC B,64103,"MONTERREY, Monterrey, NUEVO LEÓN   ",8111739319,,,Fijo,-100.4071192,25.78425762,,,,4977,35,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19026461212003411000000000U3,3007771,TECATE SIX DEL CAMPO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,DEL CAMPO,159,0,VALLE DEL SOL,67195,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",8189000647,GABRIELALIZZY@HOTMAIL.COM,,Fijo,-100.166696,25.65757921,,,,2205,4,461212,,46,461,4612,46121,,COLONIA,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19010461212000171000000000U0,2941514,TECATE SIX DEL CARMEN,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RINCON DEL CERRO,,,RINCON DEL CARMEN,66550,"CARMEN, El Carmen, NUEVO LEÓN   ",,,,Fijo,-100.3478981,25.94104893,,,,139,12,461212,,46,461,4612,46121,,COLONIA,2014-12,190100001,CARMEN, El Carmen, NUEVO LEÓN   
19039461110005501010000000U8,3052038,TECATE SIX DELFOS,CERVECERIA CUHAUTEMOC ,Comercio al por menor de cerveza,0 a 5 personas,CALLE,APOLO,4153,,EL PORVENIR,64206,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3663823,25.76997835,,,,2400,11,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19019461212000111000000000U7,3019749,TECATE SIX DEPOSITO,CERVECERIA SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,JOSE MARIANO JIMENEZ,616,,LOS SAUCES SEGUNDO SECTOR,66237,"SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   ",8183385469,,,Fijo,-100.410857,25.65964383,,,,543,18,461212,,46,461,4612,46121,,COLONIA,2010-07,190190001,SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   
19026461212006131000000000U4,8794296,TECATE SIX DEPOSITO 4,CONTROLADORA DENEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,LICENCIADO FRANCISCO DE BARBADILLO,,,POLANCO,67100,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2595318,25.67204339,,,,444,9,461212,,46,461,4612,46121,,COLONIA,2019-11,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19033461212000751000000000U1,3037907,TECATE SIX DEPOSITO MI BARRIO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,AQUILES SERDAN,101,0,LINARES CENTRO,67700,"LINARES, Linares, NUEVO LEÓN   ",,,,Fijo,-99.56943322,24.85506534,,,,631,34,461212,,46,461,4612,46121,,COLONIA,2010-07,190330001,LINARES, Linares, NUEVO LEÓN   
19006461212000981000000000U0,3052721,TECATE SIX DERECHOS HUMANOS,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,DERECHOS HUMANOS,449,,NUEVA DEMOCRACIA,66635,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2638703,25.77948132,,,,1295,9,461212,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19031461212002581000000000U4,6742018,TECATE SIX ECO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ECO,402,,ARCADIA,67286,"JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1827263,25.61101918,,,,1635,19,461212,,46,461,4612,46121,,COLONIA,2016-10,190310045,JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   
19006461212004661000000000U4,7679751,TECATE SIX ECUATORIANOS,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,POLACOS,154,,ROBERTO ESPINOZA,66648,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1786008,25.72013934,,,,808,16,461212,,46,461,4612,46121,,COLONIA,2019-11,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19039461212002701000000000U1,2929710,TECATE SIX EDISON,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MANUEL MARIA LOMBARDINI,2129,,GARZA NIETO,64420,"MONTERREY, Monterrey, NUEVO LEÓN   ",8119492531,,,Fijo,-100.3314238,25.69876769,,,,940,28,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19031461212002041000000000U9,2988958,TECATE SIX EL CAÑON,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,EL SABINAL,803,,TERRANOVA,67250,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",8114808003,,,Fijo,-100.1087737,25.66146325,,,,1194,45,461212,,46,461,4612,46121,,COLONIA,2014-12,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19031461212002201000000000U9,2989031,TECATE SIX EL CIELO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,VISTA DEL OSO,480,,VISTAS DEL RIO,67250,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",8114808003,,,Fijo,-100.1037512,25.66408009,,,,1669,5,461212,,46,461,4612,46121,,COLONIA,2014-12,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19009461212000081000000000U3,3021619,TECATE SIX EL CRUCERO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,VICENTE GUERRERO,695,,VETERANOS,67483,"CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   ",,,,Fijo,-99.99889795,25.59980283,,,,320,3,461212,PISO 1,46,461,4612,46121,EDIFICIO SIN NOMBRE,COLONIA,2014-12,190090001,CADEREYTA JIMÉNEZ, Cadereyta Jiménez, NUEVO LEÓN   
19021461110018042010000000U6,2932825,TECATE SIX EL DUENDE,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,LOS PINOS,206,0,ROBLE NUEVO,66056,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",8115446656,,,Fijo,-100.3104043,25.78451656,,,,151,20,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2010-07,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19021461212001691000000000U3,2953249,TECATE SIX EL GENERAL,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MONTE BLANCO,,,MONTERREAL,66050,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",8122927057,,,Fijo,-100.3209733,25.7944763,,,,679,13,461212,,46,461,4612,46121,,COLONIA,2010-07,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19048461212001311010000000U1,2956377,TECATE SIX EL GUADALUPANO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CARRIZO,700,,MIRADOR DE LAS MITRAS,66359,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",8114788689,,,Fijo,-100.5049064,25.68587136,,,,1030,3,461212,,46,461,4612,46121,,COLONIA,2014-12,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19013461212000201000000000U9,3032978,TECATE SIX EL GUERO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,109,,CENTRO,67050,"CHINA, China, NUEVO LEÓN   ",,,,Fijo,-99.23907838,25.70636709,,,,569,9,461212,,46,461,4612,46121,,COLONIA,2010-07,190130001,CHINA, China, NUEVO LEÓN   
19021461212001361000000000U3,2953636,TECATE SIX EL JEFE,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SAN FRANCISCO,501,,CALIFORNIA RESIDENCIAL,66055,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.315651,25.76943957,,,,378,15,461212,,46,461,4612,46121,,COLONIA,2014-12,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19021461212000931000000000U4,3003760,TECATE SIX EL ROSARIO,CONTROLADORA DE NEGOCIOS ,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SANTA URSULA,316,,SANTA MARTHA,66050,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3891396,25.80155458,,,,1037,4,461212,,46,461,4612,46121,,COLONIA,2010-07,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19018461212000501000000000U1,2922815,TECATE SIX EL SOL,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,HACIENDA DEL SOL,,,HACIENDA DEL SOL,66003,"GARCÍA, García, NUEVO LEÓN   ",,,,Fijo,-100.5740757,25.78385586,,,,705,2,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2010-07,190180001,GARCÍA, García, NUEVO LEÓN   
19039461212010001000000000U6,7703919,TECATE SIX EL TU CANAZO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,URANIO,4814,0,VALLE DE INFONAVIT SECT 6,64350,"MONTERREY, Monterrey, NUEVO LEÓN   ",8180962386,,,Fijo,-100.3833025,25.73164423,,,,349A,18,461212,,46,461,4612,46121,,COLONIA,2019-11,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19012461212000721000009259S8,9238169,TECATE SIX ELDARICA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,pino eldarico,702,0,PASEO DEL ROBLE,65580,"PASEOS DEL ROBLE, General Zuazua, NUEVO LEÓN   ",,,,Fijo,-100.2006776,25.90660571,,,,216,7,461212,,46,461,4612,46121,,COLONIA,2020-04,190250134,PASEOS DEL ROBLE, General Zuazua, NUEVO LEÓN   
19026461212004501000000000U0,2984703,TECATE SIX EMILIANO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,EMILIANO ZAPATA,300,0,31 DE DICIEMBRE,67190,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",8110386590,LETYLOPEZ.LL24@GMAIL.COM,,Fijo,-100.1375006,25.66927703,,,,214A,13,461212,,46,461,4612,46121,,COLONIA,2014-12,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19021461212000261000000000U6,2928938,TECATE SIX ENCINAS - CERVECERIA CUAUHTEMOC,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RINCON DEL CACTUS,201,,RINCON DE LAS ENCINAS,66050,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",8230984379,,,Fijo,-100.3080369,25.80374695,,,,433,47,461212,,46,461,4612,46121,,COLONIA,2010-07,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19026461212006951000000000U5,9203541,TECATE SIX ESCAMILLA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CANCUN,1252,,VALLES DE SAN ROQUE,67190,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2043203,25.65658643,,,,730,13,461212,,46,461,4612,46121,,COLONIA,2019-11,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19026461110021181010000000U6,3009493,TECATE SIX ESCOBAS,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,CAMINO A LAS ESCOBAS,1063,,DOS RIOS,67168,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.1631812,25.68310644,,,,260A,4,461212,,46,461,4612,46121,,COLONIA,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19021461212001161000000000U7,2933237,TECATE SIX ESCOBEDO,CERVECERÍA CUAUHTEMOC MOCTEZUMA ,Comercio al por menor de cerveza,0 a 5 personas,CALLE,JULIAN GUERRA,801,,JARDINES DE ESCOBEDO,66050,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",8123424995,,,Fijo,-100.330346,25.80532051,,,,927,16,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2010-07,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19025461212000181000000000U7,3003078,TECATE SIX ESPAÑA,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,REAL SAN PEDRO,1326,,REAL SAN PEDRO,65780,"HACIENDA SAN PEDRO, General Zuazua, NUEVO LEÓN   ",8123733765,,,Fijo,-100.1690451,25.91268083,,,,485,23,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2014-12,190250294,HACIENDA SAN PEDRO, General Zuazua, NUEVO LEÓN   
19021461212002721000000000U7,8626474,TECATE SIX ESTEBAN,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,UNIDAD NACIONAL,,,LA UNIDAD,66064,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.4133408,25.79633466,,,,1376,8,461212,,46,461,4612,46121,,COLONIA,2019-11,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19021461212001411000000000U6,2952977,TECATE SIX EUCALIPTO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,EUCALIPTO,1000,0,LOS GIRASOLES 4TO SECTOR,66073,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3268254,25.7724972,,,,1060,9,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2014-12,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19031461212002031000000000U0,2987232,TECATE SIX EX HACIENDA EL ROSARIO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,EX HACIENDA EL ROSARIO,201,,EX HACIENDA EL ROSARIO,67288,"JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1700843,25.64285674,,,,815,7,461212,,46,461,4612,46121,,EXHACIENDA,2014-12,190310045,JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   
19031461110015531010000000U0,2988416,TECATE SIX EXPRESS MARGARITAS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,Comercio al por menor de cerveza,0 a 5 personas,CALLE,LAS BUGAMBILIAS,501,,COLINAS DEL SOL,67269,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.121312,25.66385992,,,,798,2,461212,,46,461,4612,46121,,COLONIA,2014-12,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19048461212003401000000000U8,7562896,TECATE SIX FAMON,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,,,HUASTECA DEL VALLE,66166,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",8112165879,,,Fijo,-100.4354169,25.66701295,,,,564,21,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2019-11,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19039461212008681000000000U9,7786297,TECATE SIX FAROLILLO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,FAROLILLO,,,FOMERREY 116,64106,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3833904,25.76358912,,,,4708,19,461212,,46,461,4612,46121,,COLONIA,2019-11,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19048461212002151000000000U0,3014406,TECATE SIX FATIMA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,BENITO JUAREZ,,,LA FAMA,66100,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",8128838350,POSADA_1900@MSN.COM,,Fijo,-100.4226595,25.67189942,,,,579,6,461212,,46,461,4612,46121,,COLONIA,2010-07,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19006461212005271000000000U1,9130815,TECATE SIX FILANDIA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ITALIA,110,,JARDINES DE APODACA,66636,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2620947,25.77194668,,,,920,34,461212,,46,461,4612,46121,,COLONIA,2019-11,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19026461110030521010000000U2,2980439,TECATE SIX FLAMARION,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,FLAMMARION,129,,NUEVA EXPOSICION,67150,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",8119312344,,,Fijo,-100.2456912,25.68210809,,,,321,16,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2014-12,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19046461212003311000000000U3,2978095,TECATE SIX FUNDADORES,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,FUNDIDORES,,,VILLA LUIS RESIDENCIAL,66746,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2418954,25.72600309,,,,1163,9,461212,,46,461,4612,46121,,COLONIA,2014-12,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19006461212005231000000000U5,9086394,TECATE SIX GALEANA,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,MONTERREY,600,0,NORIA NORTE,66633,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,MARO_2803@HOTMAIL.COM,,Fijo,-100.1911189,25.73294704,,,,475,36,461212,,46,461,4612,46121,,COLONIA,2019-11,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19006461212001041000000000U2,3052625,TECATE SIX GENOVA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,GENOVA,302,,NUEVO LAS PUENTES,66632,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.2585519,25.7877146,,,,1276,22,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19048461212002501000000000U6,3012358,TECATE SIX GLORIA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SANTA ROSA,920,0,SANTA JULIA,66373,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,VALERIOSIFUENTES@HOTMAIL.COM,,Fijo,-100.4529647,25.66569872,,,,916,14,461212,,46,461,4612,46121,,COLONIA,2010-07,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19006461212002991000000000U7,2944273,TECATE SIX GOITIA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,FRANCISCO GOITIA,500,,MISION REAL,66640,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1566922,25.73046762,,,,1844,5,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2014-12,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
